일련번호,유형,어린이집명,통학차량 운영여부,도로명주소,전화번호,위도,경도
187,가정,오즈나라어린이집,미운영,"인천광역시 연수구 새말로 134 102동 107호(연수동, 세경아파트)",032-220-9749,37.416576,126.683225
188,국공립,옥련어린이집,운영(신고),인천광역시 연수구 인권로9번길 67 (옥련동),032-833-6263,37.421175,126.649683
189,가정,옹달샘어린이집,미운영,"인천광역시 연수구 원인재로 88 106동 104호(동춘동, 대우삼환아파트)",032-817-2952,37.405955,126.678637
190,가정,우람어린이집,미운영,"인천광역시 연수구 원인재로 286 103동 102호(연수동, 대림아파트)",032-821-8978,37.419548,126.693835
191,가정,우리아이어린이집,미운영,"인천광역시 연수구 신송로82번길 6 404동 103호(송도동, 송도풍림아이원4단지아파트)",032-832-7005,37.393282,126.657478
192,가정,우성어린이집,미운영,"인천광역시 연수구 청능대로 175 116동 102호(연수동, 연수우성1차아파트)",032-814-0080,37.410077,126.683225
193,민간,웰카운티어린이집,미운영,인천광역시 연수구 해송로 70 웰카운티아파트 203동 1층 (송도동),032-858-5887,37.377597,126.648196
194,민간,웰키즈어린이집,미운영,"인천광역시 연수구 해송로 143 123동 1층(송도동, 송도웰카운티1단지)",032-832-8172,37.377597,126.648196
195,국공립,은빛나무어린이집,미운영,인천광역시 연수구 청학로16번길 9 (청학동),032-831-4286,37.428657,126.664102
196,민간,이든아이어린이집,운영(신고),인천광역시 연수구 해송로30번길 20 웰카운티4단지 관리동 (송도동),032-833-1277,37.381629,126.64437
197,가정,이레어린이집,미운영,"인천광역시 연수구 먼우금로 69 10동 108호 (동춘동, 대동아파트)",032-822-5420,37.405125,126.669754
198,민간,이튼키즈어린이집,운영(신고),인천광역시 연수구 독배로82번길 9 (옥련동),032-834-1157,37.427959,126.645931
199,가정,이편한어린이집,미운영,"인천광역시 연수구 랜드마크로 113 102동 103호(송도동,e편한세상송도)",032-214-0103,37.411361,126.618541
200,민간,이화예능어린이집,운영(신고),인천광역시 연수구 동곡재로160번길 8 (동춘동),032-818-3111,37.413668,126.665711
201,직장,인천글로벌캠퍼스어린이집,미운영,인천광역시 연수구 송도문화로 119 지원센터 내 어린이집,032-719-4050,37.383912,126.643855
202,국공립,인천대학교해둥실어린이집,미운영,인천광역시 연수구 아카데미로 119 인천대학교해둥실어린이집,032-835-4511,37.37508,126.632814
203,국공립,인천연수생명숲어린이집,미운영,인천광역시 연수구 인천타워대로54번길 15-7,032-833-1671,37.379347,126.646001
204,민간,작은꽃어린이집,운영(신고),인천광역시 연수구 솔샘로43번길 15 성호아파트 단지내 (청학동),032-833-2587,37.423158,126.666893
205,가정,작은별재능어린이집,미운영,"인천광역시 연수구 원인재로 88 113동 101호(동춘동, 대우삼환아파트)",032-819-2227,37.405955,126.678637
206,가정,재롱이어린이집,미운영,"인천광역시 연수구 원인재로 14 104동 107호(동춘동, 무지개아파트)",032-813-7436,37.401583,126.671079
207,가정,정원어린이집,미운영,"인천광역시 연수구 능허대로79번길 30 112동 101호(옥련동, 럭키송도아파트)",032-832-7145,37.424497,126.642814
208,직장,제2포키즈어린이집,미운영,인천광역시 연수구 인천타워대로 241 포스코건설 송도사옥 3층(송도동),032-748-4104,37.392296,126.634322
209,가정,조이플어린이집,미운영,인천광역시 연수구 아카데미로 446 201동 103호 (힐스테이트레이크송도2차),032-833-1478,37.396031,126.618939
210,가정,좋은친구어린이집,운영(신고),"인천광역시 연수구 먼우금로 69 2동 102호(동춘동, 대동아파트)",032-817-2502,37.405494,126.66906
211,가정,주명어린이집,운영(신고),"인천광역시 연수구 먼우금로 282 105동 106호 (연수동, 태산아파트)",032-811-2767,37.42052,126.682475
212,직장,중앙초등학교어린이집,미운영,인천광역시 연수구 새말로 153 중앙초교 내 (연수동),032-818-8040,37.416965,126.685808
213,가정,즐거운어린이집,미운영,"인천광역시 연수구 해돋이로84번길 30 108동 104호 (송도동, 송도금호어울림아파트)",032-831-1218,37.391606,126.655534
214,민간,지제크키즈어린이집,미운영,"인천광역시 연수구 아트센터대로97번길 56 관리동 1층(송도동,더샵하버뷰2)",032-832-0579,37.398166,126.64638
215,가정,초롱별어린이집,미운영,"인천광역시 연수구 원인재로 88 111동 101호(동춘동, 대우삼환아파트)",032-814-6491,37.405955,126.678637
216,가정,칼비테어린이집,운영(신고),"인천광역시 연수구 솔샘로 20 102동 106호(청학동, 삼용아파트)",032-814-5954,37.423963,126.667282
217,가정,큰나무어린이집,미운영,"인천광역시 연수구 벚꽃로 172 102동 103호(연수동, 대동아파트)",032-216-5900,37.413744,126.6828
218,가정,큰별재능어린이집,미운영,"인천광역시 연수구 청능대로 175 103동 102호(연수동, 연수우성1차아파트)",032-822-1223,37.410077,126.683225
219,가정,키즈랜드어린이집,미운영,"인천광역시 연수구 랜드마크로 19 109동 101호(송도동, 송도에스케이뷰아파트)",032-833-2228,37.413622,126.622376
220,가정,키즈베어어린이집,운영(신고),"인천광역시 연수구 청량로 210 104동 103호 (옥련동, 쌍용아파트)",032-834-1292,37.425074,126.653089
221,민간,키즈월드어린이집,운영(신고),인천광역시 연수구 원인재로 180 우성아파트 단지내 213동 옆 (연수동),032-815-1438,37.411687,126.684475
222,가정,키즈파크어린이집,미운영,인천광역시 연수구 컨벤시아대로252번길 70 송도더샵퍼스트파크아파트 1304동 203호,032-831-1003,37.391075,126.648036
223,가정,키즈하임어린이집,미운영,인천광역시 연수구 랜드마크로 160 112동 102호(마리나베이아파트),032-851-7700,37.411938,126.611563
224,가정,튼튼어린이집,미운영,"인천광역시 연수구 원인재로 315 206동 107호(연수동, 연수주공2차아파트)",032-822-1147,37.421151,126.691934
225,가정,팅커벨어린이집,운영(신고),"인천광역시 연수구 청량로185번길 16 101동 105호(옥련동, 서해아파트)",032-831-1464,37.423716,126.651752
226,가정,파란나라어린이집,운영(신고),"인천광역시 연수구 먼우금로 302 103동 106호(연수동, 유천아파트)",032-812-7955,37.422769,126.684308
227,민간,파랑새어린이집,운영(신고),인천광역시 연수구 용담로 25 용담마을아파트 단지내 (청학동),032-816-1566,37.421214,126.671226
228,가정,퍼스트파크어린이집,미운영,인천광역시 연수구 컨벤시아대로252번길 50 송도더샵퍼스트파크 1404동201호,032-833-1404,37.391075,126.648036
229,가정,포근한어린이집,미운영,"인천광역시 연수구 원인재로 315 208동 103호(연수동, 주공아파트)",032-816-1221,37.421151,126.691934
230,민간,포도나무어린이집,운영(신고),인천광역시 연수구 동곡재로 23 (동춘동),032-812-0251,37.414967,126.673204
231,민간,포스코나라어린이집,미운영,인천광역시 연수구 컨벤시아대로42번길 77 더샵엑스포아파트 9단지 관리동 (송도동),032-831-8651,37.403141,126.643966
232,민간,포스코세상어린이집,미운영,인천광역시 연수구 컨벤시아대로42번길 95 더샵엑스포아파트 10단지 관리동 (송도동),032-832-8651,37.403141,126.643966
233,민간,포스코아이어린이집,운영(신고),인천광역시 연수구 컨벤시아대로42번길 96 더샵 엑스포아파트 6단지 (송도동),032-834-8651,37.403141,126.643966
234,민간,포스코어린이집,미운영,인천광역시 연수구 해돋이로 107 더 퍼스트월드아파트 관리동 (송도동),032-835-6092,37.391075,126.648036
235,직장,포스코타워꿈나무어린이집,미운영,인천광역시 연수구 컨벤시아대로 165 포스코타워3층(송도동),032-230-5510,37.389167,126.643889
236,직장,포키즈어린이집,미운영,인천광역시 연수구 인천타워대로 241 (주)포스코건설사옥 2층 (송도동),032-748-4100,37.392296,126.634322
237,민간,푸르미어린이집,미운영,"인천광역시 연수구 센트럴로 160 102동 1층(송도동, 송도센트럴파크푸르지오)",032-873-7979,37.392419,126.644034
238,가정,푸른별어린이집,미운영,"인천광역시 연수구 능허대로 343 1010동 102호(동춘동, 송도동일하이빌파크레인아파트)",032-859-8900,37.407229,126.658517
239,민간,푸른세상어린이집,미운영,"인천광역시 연수구 원인재로 14 관리동 1층(동춘동, 무지개아파트)",032-819-1700,37.401583,126.671079
240,민간,푸른솔어린이집,운영(신고),인천광역시 연수구 해돋이로84번길 29 송도신도시풍림아이원 3단지 관리소 1층 (송도동),032-832-1187,37.392058,126.652786
241,가정,푸른숲어린이집,운영(신고),"인천광역시 연수구 먼우금로 126 204동 103호(동춘동, 현대대림2차아파트)",032-233-1555,37.409049,126.673087
242,가정,풍림예랑어린이집,미운영,"인천광역시 연수구 경원대로119번길 21 104동 101호(동춘동, 연수풍림2차아파트)",032-815-0459,37.400022,126.67331
243,가정,풍림하늘어린이집,미운영,"인천광역시 연수구 함박뫼로 250 105동 103호(연수동, 풍림1차아파트)",032-238-1112,37.417631,126.691835
244,민간,풍림햇살어린이집,미운영,인천광역시 연수구 신송로118번길 6 풍림아이원아파트 1단지 관리소 1층 (송도동),032-225-1248,37.395106,126.6547
245,민간,피터팬어린이집,운영(신고),인천광역시 연수구 청량로 210 쌍용아파트 관리동 1층 (옥련동),032-832-7776,37.424958,126.65292
246,가정,하나키즈빌어린이집,미운영,"인천광역시 연수구 컨벤시아대로130번길 32 205동 101호(송도동, 송도자이하버뷰2단지)",032-831-0506,37.395102,126.643114
247,민간,하나키즈어린이집,운영(신고),인천광역시 연수구 용담로 14 하나아파트 단지내,032-821-6001,37.419741,126.669166
248,가정,하늘꿈어린이집,운영(신고),"인천광역시 연수구 함박뫼로 128 101동 101호(연수동, 대명아파트)",032-818-5252,37.421603,126.680392
249,가정,하늘소망어린이집,미운영,"인천광역시 연수구 용담로 3 101동 112호(청학동, 시대아파트)",032-814-1232,37.422474,126.669874
250,가정,하늘의별어린이집,미운영,"인천광역시 연수구 송도문화로84번길 84 101동 102호(송도동,베르디움더퍼스트)",032-248-1123,37.373381,126.663602
251,가정,하모니어린이집,미운영,"인천광역시 연수구 벚꽃로 172 104동 101호 (연수동, 대동아파트)",032-214-3535,37.412708,126.683084
252,민간,하버뷰어린이집,미운영,인천광역시 연수구 아트센터대로97번길 76 더샵하버뷰 14단지 관리동,032-831-4044,37.396536,126.645366
253,민간,하은어린이집,운영(신고),인천광역시 연수구 청능대로78번길 29-5,032-814-0241,37.414143,126.673235
254,가정,한빛어린이집,미운영,"인천광역시 연수구 원인재로 232 101동 104호(연수동, 솔밭마을아파트)",032-816-7373,37.414683,126.687855
255,가정,한양어린이집,미운영,"인천광역시 연수구 원인재로 124 102동 103호(동춘동, 한양1차아파트)",032-225-1991,37.408354,126.680475
256,가정,해나라어린이집,미운영,"인천광역시 연수구 해송로 143 118동 103호(송도동, 송도웰카운티1단지)",032-831-9970,37.377597,126.648196
257,민간,해맑은어린이집,미운영,인천광역시 연수구 독배로 58 현대2차아파트 단지 내 (옥련동),032-831-1004,37.426046,126.6487
258,민간,해모로키즈어린이집,미운영,인천광역시 연수구 해돋이로6번길 33 송도해모로아파트 관리동 1층 (송도동),032-851-0734,37.388992,126.658736
259,국공립,해방글어린이집,미운영,인천광역시 연수구 경원대로119번길 21 연수2차풍림아파트 109-102,032-812-7177,37.400022,126.67331
260,가정,해솔어린이집,미운영,"인천광역시 연수구 원인재로 59 33동 105호(동춘동, 한양2차아파트)",032-812-2738,37.404677,126.669987
261,직장,해양경찰청어린이집,미운영,인천광역시 연수구 해돋이로 130 해양경찰청내 어린이집 (송도동),032-851-7711,37.395661,126.650954
262,가정,해오름어린이집,미운영,"인천광역시 연수구 해돋이로84번길 29 301동 101호(송도동, 송도신도시풍림아이원)",032-851-7922,37.39015,126.654424
263,가정,해와달어린이집,미운영,"인천광역시 연수구 먼우금로 19 104동 101호(동춘동, 동남아파트)",032-819-0009,37.401167,126.668234
264,가정,해처럼별처럼어린이집,미운영,"인천광역시 연수구 원인재로 312 106동 103호(연수동, 경남아파트)",032-819-4622,37.420713,126.694656
265,가정,해피키즈어린이집,미운영,"인천광역시 연수구 원인재로 315 204동 101호(연수동, 주공아파트)",032-239-3194,37.421151,126.691934
266,국공립,햇빛나무어린이집,미운영,인천광역시 연수구 아트센터대로 175 G-TOWER 문화동 1층,032-833-7774,37.396112,126.634327
267,가정,햇살가득어린이집,미운영,"인천광역시 연수구 먼우금로 282 102동 101호(연수동, 태산아파트)",032-813-5789,37.42052,126.682475
268,가정,행복나무어린이집,운영(신고),"인천광역시 연수구 한진로 49 503동 101호 (옥련동, 현대5차아파트)",032-244-3061,37.427152,126.646856
269,민간,행복한어린이집,미운영,인천광역시 연수구 해돋이로120번길 16 풍림아이원 2단지 관리동1층 (송도동),032-851-5079,37.393356,126.651923
270,가정,향기가득어린이집,미운영,"인천광역시 연수구 송도과학로51번길 136 210동 101호(송도동, 캐슬앤해모로아파트)",032-817-2005,37.38448,126.674873
271,민간,현대어린이집,미운영,인천광역시 연수구 해돋이로6번길 7 아이파크송도 관리동 1층 (송도동),032-224-1246,37.387693,126.658457
272,가정,혜성어린이집,미운영,"인천광역시 연수구 해돋이로120번길 16 201동 102호(송도동, 풍림아이원아파트)",032-224-8654,37.39333,126.651988
273,가정,호반어린이집,미운영,인천광역시 연수구 랜드마크로 110 108동 103호,032-851-0004,37.414824,126.620127
274,가정,호반에듀시티어린이집,미운영,인천광역시 연수구 랜드마크로 110 107동 101호,032-832-5552,37.414536,126.616076
275,가정,호반이레어린이집,미운영,"인천광역시 연수구 송도문화로84번길 84 102동 102호(송도동,베르디움더퍼스트)",032-213-5566,37.373381,126.663602
276,가정,호야어린이집,미운영,"인천광역시 연수구 한나루로105번길 68 401동 102호(옥련동, 현대4차아파트)",032-228-2007,37.425296,126.651117
